LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,BILL_AMT1,BILL_AMT2,BILL_AMT3,PAY_AMT1,PAY_AMT2,PAY_AMT3,default,total_bill,total_payment,debt_ratio,avg_delay,payment_ratio
150000,2,2,2,27,0,0,0,127402,110050,51547,4500,1745,1566,0,288999,7811,1.92666,0,0.02702777518
210000,2,1,2,31,-2,-2,-2,1440,0,7422,0,7422,893,0,8862,8315,0.0422,-2,0.9382757842
240000,2,3,1,50,0,0,0,234205,231669,214642,10116,9150,8008,1,680516,27274,2.835483333,0,0.04007841109
140000,2,2,3,41,0,0,0,19346,21708,22940,3000,2000,2198,1,63994,7198,0.4571,0,0.1124792949
60000,2,1,2,28,1,2,2,21501,20650,0,0,0,0,0,42151,0,0.7025166667,1.666666667,0
50000,1,1,2,39,0,0,0,47174,47974,48630,1800,2000,3000,0,143778,6800,2.87556,0,0.04729513556
50000,2,2,2,27,0,0,0,26655,27724,28676,1800,1750,900,0,83055,4450,1.6611,0,0.05357895371
180000,2,1,2,32,-1,-1,2,3139,5853,2821,2821,0,0,0,11813,2821,0.06562777778,0,0.2388047067
30000,2,1,2,40,-1,-1,2,142,215,139,355,120,0,0,496,475,0.01653333333,0,0.9576612903
20000,2,2,2,40,0,0,0,19816,20396,20102,1601,2203,2114,0,60314,5918,3.0157,0,0.09811983951
250000,2,2,1,75,0,-1,-1,52874,1631,1536,1631,1536,1010,0,56041,4177,0.224164,-0.6666666667,0.07453471565
100000,2,2,2,27,0,0,0,37767,34457,30036,1788,1799,1100,0,102260,4687,1.0226,0,0.04583414825
330000,1,1,2,25,0,0,0,46140,45781,48139,2504,4007,5056,0,140060,11567,0.4244242424,0,0.08258603456
50000,1,3,1,46,0,0,0,35713,15392,16099,1561,1268,587,0,67204,3416,1.34408,0,0.05083030772
50000,2,2,2,26,1,2,2,50867,51486,48869,1710,136,1206,0,151222,3052,3.02444,1.666666667,0.02018224861
30000,1,2,2,28,0,0,0,29242,29507,29155,5006,1244,851,0,87904,7101,2.930133333,0,0.08078130688
140000,2,2,2,26,0,0,0,101551,105246,104781,5366,5087,3605,1,311578,14058,2.225557143,0,0.04511871827
160000,2,1,2,28,0,0,0,70243,47779,28052,7042,2000,1000,0,146074,10042,0.9129625,0,0.06874597807
400000,2,2,2,29,-1,0,-1,19532,3719,1453,3127,1469,4968,0,24704,9564,0.06176,-0.6666666667,0.3871437824
50000,1,2,1,25,0,0,0,27699,28513,29341,1565,1393,980,0,85553,3938,1.71106,0,0.04602994635
140000,2,2,1,48,0,-1,-1,1154,1233,862,1233,1075,1355,0,3249,3663,0.02320714286,-0.6666666667,1.127423823
160000,2,2,1,33,-1,-1,-1,8015,2453,9624,2453,9880,52572,0,20092,64905,0.125575,-1,3.230390205
100000,2,3,1,43,0,0,-2,62170,0,0,0,0,0,0,62170,0,0.6217,-0.6666666667,0
220000,1,1,1,48,2,0,0,210380,213522,201852,10000,9020,6000,1,625754,25020,2.844336364,0.6666666667,0.03998376359
510000,2,1,2,29,0,0,0,78331,99414,107686,40010,20094,5000,0,285431,65104,0.5596686275,0,0.2280901514
50000,1,2,2,29,0,0,0,49276,35100,32563,1602,1400,3000,0,116939,6002,2.33878,0,0.05132590496
160000,2,1,1,38,-1,-1,-1,4473,4664,5969,4664,5969,18941,0,15106,29574,0.0944125,-1,1.957765126
230000,2,1,2,37,-2,-2,-2,2283,50815,0,51315,0,0,0,53098,51315,0.2308608696,-2,0.9664205808
80000,2,1,2,37,-1,-1,-1,10115,249,5986,258,5995,188,0,16350,6441,0.204375,-1,0.3939449541
150000,2,2,1,25,-1,-1,-2,6156,0,0,0,0,316,0,6156,316,0.04104,-1.333333333,0.05133203379
10000,1,3,2,23,0,0,0,6974,7838,9002,1134,1298,478,0,23814,2910,2.3814,0,0.122197027
130000,2,3,2,49,0,0,0,89003,91362,72197,4100,3095,1630,1,252562,8825,1.942784615,0,0.03494191525
40000,2,1,2,48,0,0,0,34871,34449,33634,1600,1600,1500,0,102954,4700,2.57385,0,0.04565145599
50000,1,2,2,27,3,2,2,13694,14880,14242,1700,0,426,1,42816,2126,0.85632,2.333333333,0.04965433483
100000,1,3,2,32,0,0,0,70003,31545,20974,2035,2004,616,0,122522,4655,1.22522,0,0.03799317674
120000,1,1,1,34,-1,2,-1,1082,632,1350,0,1350,0,0,3064,1350,0.02553333333,0,0.4406005222
260000,2,1,2,58,1,-2,-2,0,0,0,0,0,0,1,0,0,0,-1,0
200000,2,2,2,33,0,0,0,11253,12852,14024,2000,1322,2000,0,38129,5322,0.190645,0,0.1395787983
360000,2,2,2,28,-2,-2,-2,0,0,0,0,0,0,1,0,0,0,-2,0
70000,2,2,2,36,0,0,0,68699,69120,68376,4483,12496,3268,0,206195,20247,2.945642857,0,0.09819345765
460000,1,1,1,40,2,-1,-1,171,2715,-13,2728,0,2654,1,2873,5382,0.006245652174,0,1.873303167
50000,2,1,2,26,-1,-1,-1,1156,316,316,316,316,316,0,1788,948,0.03576,-1,0.5302013423
50000,1,3,1,33,0,0,0,50859,50462,50654,2007,2199,691,0,151975,4897,3.0395,0,0.032222405
250000,2,2,1,31,0,0,0,103109,102594,97109,4000,4500,5000,0,302812,13500,1.211248,0,0.04458211696
30000,2,1,2,27,0,0,-1,1512,2458,664,1000,664,1500,0,4634,3164,0.1544666667,-0.3333333333,0.6827794562
270000,1,2,1,44,0,0,0,127543,109189,92630,10063,5162,10150,0,329362,25375,1.219859259,0,0.07704288898
180000,2,3,2,30,0,0,0,163935,153152,147032,7722,6091,3563,0,464119,17376,2.578438889,0,0.03743867413
100000,2,1,2,28,0,0,0,53494,52656,52600,4173,3000,2025,0,158750,9198,1.5875,0,0.05794015748
230000,2,3,1,32,0,0,0,195126,88743,92195,5000,5000,5000,0,376064,15000,1.63506087,0,0.03988682777
210000,2,1,1,46,-1,-1,-1,110346,41986,21874,41986,21874,20076,0,174206,83936,0.829552381,-1,0.4818203736
210000,1,1,2,38,2,0,0,60502,62804,62769,3276,2026,2000,0,186075,7302,0.8860714286,0.6666666667,0.03924224103
440000,2,2,1,46,0,0,0,180641,181557,149944,8610,6907,3727,0,512142,19244,1.163959091,0,0.03757551617
100000,2,2,2,25,2,0,0,70896,71678,70125,3472,2092,2000,1,212699,7564,2.12699,0.6666666667,0.03556199136
240000,2,2,1,46,0,0,0,8751,9900,10605,1295,1000,1000,0,29256,3295,0.1219,0,0.1126264698
280000,1,1,2,33,-1,-1,-1,898,898,325,898,325,898,1,2121,2121,0.007575,-1,1
50000,2,2,2,22,1,-2,-2,0,0,0,0,0,0,1,0,0,0,-1,0
30000,1,2,1,43,3,2,2,1700,2610,1914,1100,0,300,0,6224,1400,0.2074666667,2.333333333,0.2249357326
10000,1,2,2,27,0,0,2,7015,10227,9560,3507,0,500,1,26802,4007,2.6802,0.6666666667,0.1495037684
130000,1,1,2,29,1,-2,-2,0,0,0,0,0,0,0,0,0,0,-1,0
200000,1,1,2,31,0,0,0,194353,197344,186292,9000,7465,4715,0,577989,21180,2.889945,0,0.036644296
120000,2,2,1,29,-1,-1,-1,1686,657,2179,657,2319,1423,0,4522,4399,0.03768333333,-1,0.9727996462
210000,2,2,1,36,0,0,0,143225,142996,144415,6483,5082,6000,0,430636,17565,2.050647619,0,0.04078850816
280000,2,1,1,36,0,0,0,58983,60788,63225,2755,3463,1300,0,182996,7518,0.6535571429,0,0.0410828652
300000,1,1,2,34,1,-2,-1,0,0,13001,0,13001,0,1,13001,13001,0.04333666667,-0.6666666667,1
100000,1,2,2,37,0,0,0,99209,98222,67185,3490,2332,2314,0,264616,8136,2.64616,0,0.03074644012
440000,2,1,2,36,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,-2,0
50000,2,3,1,40,0,0,0,49941,51213,12104,2400,1206,1000,0,113258,4606,2.26516,0,0.04066820887
20000,2,1,2,25,0,0,2,11968,14564,27820,2800,0,4000,1,54352,6800,2.7176,0.6666666667,0.1251103915
200000,2,1,2,27,-1,-1,-1,871,665,960,665,960,3908,0,2496,5533,0.01248,-1,2.216746795
110000,2,2,2,26,-2,-2,-2,432,3220,5704,3220,5904,0,0,9356,9124,0.08505454545,-2,0.9752030782
500000,2,2,1,36,-1,-1,-1,10483,23956,0,23962,0,8500,0,34439,32462,0.068878,-1,0.942594152
300000,2,2,1,27,1,-1,-1,0,5215,0,5215,0,0,0,5215,5215,0.01738333333,-0.3333333333,1
30000,1,3,1,55,2,2,2,9720,10613,11339,1200,1200,2000,1,31672,4400,1.055733333,2,0.1389239707
60000,2,1,2,27,-1,-1,-1,20847,13801,14366,13809,14583,4889,0,49014,33281,0.8169,-1,0.6790100788
400000,2,2,1,38,-1,0,-1,3697,3600,1354,1000,1354,5322,0,8651,7676,0.0216275,-0.6666666667,0.8872962663
180000,2,2,1,34,0,0,0,143301,146333,147042,7000,5000,5000,0,436676,17000,2.425977778,0,0.03893046561
20000,1,1,2,40,0,0,0,10934,13738,16567,3000,3100,0,0,41239,6100,2.06195,0,0.1479182327
200000,2,3,1,49,-1,2,2,52439,51040,56205,0,6000,0,1,159684,6000,0.79842,1,0.03757420906
100000,1,1,2,27,0,0,0,55734,52557,33415,1631,1286,200,0,141706,3117,1.41706,0,0.02199624575
60000,1,2,2,23,0,0,0,49507,33282,34312,1970,2000,618,1,117101,4588,1.951683333,0,0.03917985329
110000,2,2,2,36,0,0,0,47819,48947,50330,2200,2500,2000,0,147096,6700,1.337236364,0,0.04554848534
260000,2,3,1,53,1,-1,-1,0,165,526,165,526,452,0,691,1143,0.002657692308,-0.3333333333,1.654124457
50000,2,3,1,46,3,2,2,48522,50955,29516,3754,1,1070,0,128993,4825,2.57986,2.333333333,0.03740513051
180000,1,2,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,-6,0,-3.33E-05,-1,0
110000,1,2,2,29,1,2,2,58362,56598,51908,2500,0,2000,1,166868,4500,1.516981818,1.666666667,0.02696742335
340000,2,1,2,27,0,0,0,172180,180140,166281,21105,5461,5000,0,518601,31566,1.525297059,0,0.06086760342
50000,1,2,2,24,-1,0,0,1399,2441,3865,1070,1500,3666,0,7705,6236,0.1541,-0.3333333333,0.8093445814
230000,2,2,1,28,0,0,0,26361,18826,1100,1710,1100,1000,1,46287,3810,0.2012478261,0,0.08231252836
360000,2,2,2,32,0,0,0,93029,94054,91834,10000,7000,10000,0,278917,27000,0.7747694444,0,0.09680299157
210000,1,2,2,43,1,-2,-1,0,0,38013,0,38013,3000,0,38013,41013,0.1810142857,-0.6666666667,1.078920369
220000,2,2,1,41,-1,2,2,650,650,325,325,0,950,1,1625,1275,0.007386363636,1,0.7846153846
60000,2,2,1,34,2,2,2,24898,27976,27233,3800,0,3720,1,80107,7520,1.335116667,2,0.09387444293
340000,1,2,1,55,-2,-1,-1,50396,44665,8300,44665,8321,2190,0,103361,55176,0.3040029412,-1.333333333,0.5338183648
150000,1,1,1,40,2,2,2,99855,102586,100064,5200,0,8100,0,302505,13300,2.0167,2,0.04396621543
200000,2,2,1,37,1,-1,2,-81,505,189,1000,0,6900,1,613,7900,0.003065,0.6666666667,12.88743883
130000,2,2,2,40,0,0,2,9559,12394,11883,3000,0,500,1,33836,3500,0.2602769231,0.6666666667,0.1034401229
60000,2,1,2,28,1,2,0,10540,10232,11237,0,1483,673,0,32009,2156,0.5334833333,1,0.06735605611
400000,2,2,1,43,1,-2,-2,0,0,0,0,0,0,0,0,0,0,-1,0
20000,1,1,2,27,0,0,0,20571,19089,19658,1323,1600,830,0,59318,3753,2.9659,0,0.06326915945
190000,2,1,2,28,0,0,0,143464,146943,151905,5795,7408,5645,0,442312,18848,2.327957895,0,0.04261245456
260000,2,1,2,30,0,0,0,156882,160246,159988,10000,8000,6000,0,477116,24000,1.835061538,0,0.05030223258
140000,2,2,2,31,-2,-2,-2,390,0,0,0,0,0,0,390,0,0.002785714286,-2,0
50000,2,2,1,31,0,0,0,46512,47716,49675,1974,4406,1061,1,143903,7441,2.87806,0,0.05170844249
120000,2,1,2,34,-1,-1,0,882,6531,6313,6900,5037,1100,0,13726,13037,0.1143833333,-0.6666666667,0.949803293
240000,2,2,2,30,-2,-2,-2,92,92,92,92,92,0,0,276,184,0.00115,-2,0.6666666667
50000,1,2,2,36,0,0,0,5916,6172,4123,1212,1200,0,0,16211,2412,0.32422,0,0.1487878601
200000,2,1,2,29,-1,2,-1,2393,183,4847,0,4872,20183,0,7423,25055,0.037115,0,3.375319952
180000,1,1,1,39,0,0,-1,274731,281713,242063,11000,76651.02,26000,0,798507,113651.02,4.43615,-0.3333333333,0.1423293972
180000,2,1,2,26,0,0,0,145403,138232,130553,5440,5051,3835,0,414188,14326,2.301044444,0,0.03458815803
160000,2,1,2,29,-1,-1,-2,3097,-200,-200,0,0,5000,0,2697,5000,0.01685625,-1.333333333,1.853911754
100000,2,2,2,26,-1,-1,-1,1370,4192,4159,4210,4159,1000,0,9721,9369,0.09721,-1,0.9637897336
50000,2,2,2,29,0,0,0,47081,49316,50409,3000,2000,2000,1,146806,7000,2.93612,0,0.04768197485
140000,2,2,2,31,0,0,0,138119,137950,140254,6600,6500,5100,0,416323,18200,2.973735714,0,0.043716057
30000,2,2,2,26,0,0,0,17893,19012,20123,1411,1522,621,1,57028,3554,1.900933333,0,0.06232026373
90000,1,1,2,26,0,0,-1,39128,20473,1940,1541,4200,0,0,61541,5741,0.6837888889,-0.3333333333,0.09328740189
200000,1,1,1,36,1,-2,-1,-81,-200,3432,10118,47015,0,0,3151,57133,0.015755,-0.6666666667,18.13170422
380000,1,1,2,30,1,-2,-2,0,0,0,0,0,0,1,0,0,0,-1,0
80000,2,2,2,43,0,0,0,77057,78102,58501,3177,2600,3000,0,213660,8777,2.67075,0,0.04107928485
50000,1,3,1,58,2,2,2,15899,18720,18122,3400,0,1000,0,52741,4400,1.05482,2,0.08342655619
180000,1,2,1,45,-1,0,0,27679,28422,29650,1481,2000,1100,1,85751,4581,0.4763944444,-0.3333333333,0.05342211753
240000,2,2,2,26,0,0,0,141315,128940,124226,6349,5834,3870,0,394481,16053,1.643670833,0,0.04069397512
380000,1,2,2,34,0,0,0,194314,179206,193992,9010,35000,5000,0,567512,49010,1.493452632,0,0.08635940738
110000,2,4,2,24,0,0,0,83755,77431,79044,3000,2900,2900,0,240230,8800,2.183909091,0,0.03663156142
260000,1,1,1,34,-1,-1,-1,49657,291,51058,291,51058,35696,0,101006,87045,0.3884846154,-1,0.8617804883
500000,2,2,2,23,3,3,2,350110.68,337495.28,325030.39,10000,0,14000,1,1012636.35,24000,2.0252727,2.666666667,0.02370051203
320000,2,2,2,30,0,0,0,71305,71151,72029,2589,2568,2570,0,214485,7727,0.670265625,0,0.03602582931
50000,1,2,2,32,3,3,2,45734,44741,43562,0,0,1262,0,134037,1262,2.68074,2.666666667,0.009415310698
110000,1,1,1,40,1,-2,-1,0,0,2066,0,2066,0,1,2066,2066,0.01878181818,-0.6666666667,1
230000,2,1,2,35,-2,-2,-2,761,300,399,300,399,665,0,1460,1364,0.006347826087,-2,0.9342465753
330000,2,2,1,56,1,-1,-1,-9,1520,1488,1529,1507,0,0,2999,3036,0.009087878788,-0.3333333333,1.012337446
50000,2,2,1,61,0,0,0,47166,49396,50476,3000,2237,975,0,147038,6212,2.94076,0,0.04224758226
10000,1,2,2,24,-1,2,2,2887,1923,2989,0,1500,0,0,7799,1500,0.7799,1,0.1923323503
300000,1,1,1,40,1,-2,-2,0,0,0,0,0,0,0,0,0,0,-1,0
20000,2,2,1,32,3,2,0,20631,20010,19703,0,1168,384,1,60344,1552,3.0172,1.666666667,0.02571920986
180000,1,2,1,36,2,2,-2,83538,0,0,0,0,0,1,83538,0,0.4641,0.6666666667,0
160000,1,1,2,30,-1,-1,-1,99,2977,15086,2977,15086,9123,0,18162,27186,0.1135125,-1,1.496861579
90000,2,1,2,34,0,0,0,34302,35089,43449,1640,9000,0,0,112840,10640,1.253777778,0,0.09429280397
30000,1,3,3,54,0,0,0,22987,22298,22352,2500,2000,1500,0,67637,6000,2.254566667,0,0.08870884279
180000,1,1,1,46,0,0,0,173267,174590,175233,8100,5299,3305,0,523090,16704,2.906055556,0,0.03193331931
30000,1,3,1,58,0,0,0,19143,20168,21229,1640,1700,915,0,60540,4255,2.018,0,0.07028410968
30000,1,2,1,43,1,2,0,20518,19901,20905,0,1342,946,0,61324,2288,2.044133333,1,0.03731002544
140000,2,1,2,28,-1,0,0,10833,14446,7609,14000,3855,4991,0,32888,22846,0.2349142857,-0.3333333333,0.6946606665
210000,1,1,2,30,0,0,0,69937,71906,43308,3500,3000,2000,0,185151,8500,0.8816714286,0,0.0459084747
50000,1,2,2,31,0,0,0,20526,15129,15093,2000,3000,327,1,50748,5327,1.01496,0,0.104969654
130000,2,2,2,29,0,0,0,89055,90780,70947,4200,2575,2600,0,250782,9375,1.929092308,0,0.03738306577
50000,2,2,1,37,2,2,2,1894,3200,3381,1500,400,200,1,8475,2100,0.1695,2,0.2477876106
140000,1,3,1,36,0,0,0,100594,78372,91502,3000,30000,4000,0,270468,37000,1.931914286,0,0.1367999172
170000,2,2,2,28,-1,0,0,2948,3848,5646,1105,1903,0,1,12442,3008,0.07318823529,-0.3333333333,0.2417617746
80000,1,2,2,25,0,0,0,22619,31429,27923,10010,1209,579,0,81971,11798,1.0246375,0,0.1439289505
410000,2,4,1,42,0,0,0,338106,337495.28,325030.39,15000,14000,9000,0,1000631.67,38000,2.440565049,0,0.03797601169
80000,2,1,2,29,1,-1,-1,0,80000,0,66522.18,0,0,0,80000,66522.18,1,-0.3333333333,0.83152725
80000,1,3,1,73,-1,0,0,63144,65631,68875,3500,4330,3500,1,197650,11330,2.470625,-0.3333333333,0.05732355173
150000,1,2,1,43,0,0,0,153249,154049,156523,7900,6500,5700,0,463821,20100,3.09214,0,0.04333568338
260000,1,1,1,30,-1,-1,-1,1131,291,582,291,582,0,1,2004,873,0.007707692308,-1,0.4356287425
350000,1,1,1,38,1,-2,-2,0,0,0,0,0,0,0,0,0,0,-1,0
280000,2,2,1,39,1,-1,0,-81,35918,37297,38621,2000,1130,1,73134,41751,0.2611928571,0,0.5708835836
310000,1,2,1,44,0,0,0,103797,91989,87720,4400,4013,3011,0,283506,11424,0.9145354839,0,0.04029544348
140000,2,2,2,29,0,0,0,20110,17102,18862,3000,3000,3000,0,56074,9000,0.4005285714,0,0.1605021935
360000,1,1,1,51,-1,-1,-1,38000,25000,0,25000,0,0,0,63000,25000,0.175,-1,0.3968253968
140000,2,1,2,27,0,0,0,142428,144105,143952,10000,10000,6000,0,430485,26000,3.074892857,0,0.06039699409
100000,1,1,2,38,0,0,0,40810,42653,42351,2502,1200,860,0,125814,4562,1.25814,0,0.03625987569
50000,2,2,2,22,-2,-2,-2,0,0,0,0,0,848,0,0,848,0,-2,0
210000,2,2,1,30,0,0,0,104701,106134,108423,4002,5000,3500,0,319258,12502,1.52027619,0,0.03915955121
120000,2,2,2,25,2,2,2,120298,120822,109887,4007,0,8272,0,351007,12279,2.925058333,2,0.03498220833
240000,1,1,2,29,0,0,0,156362,132280,99174,5233,3289,2072,0,387816,10594,1.6159,0,0.0273170782
60000,2,3,3,42,0,0,0,41322,29091,28097,1488,1394,962,0,98510,3844,1.641833333,0,0.03902141915
150000,1,1,2,41,-1,-1,-1,1464,2084,384,2091,384,0,1,3932,2475,0.02621333333,-1,0.6294506612
30000,1,2,1,48,0,0,0,27879,28870,27806,1774,1710,1046,0,84555,4530,2.8185,0,0.05357459642
160000,2,1,2,29,2,2,2,160432,163916,159676,7500,0,11558,1,484024,19058,3.02515,2,0.03937408062
200000,1,1,1,52,-2,-2,-2,3858,2690,3410,2690,3487,0,0,9958,6177,0.04979,-2,0.6203052822
120000,2,2,1,25,0,0,0,26476,21393,0,6000,0,0,0,47869,6000,0.3989083333,0,0.1253420794
500000,1,1,1,37,1,2,0,350110.68,337495.28,325030.39,325,15296,12137,0,1012636.35,27758,2.0252727,1,0.02741161721
320000,2,1,2,27,0,0,0,55607,62893,59001,11404,8232,10450,0,177501,30086,0.554690625,0,0.1694976366
280000,1,1,2,31,0,0,0,168382,175646,180650,10000,8000,6371,0,524678,24371,1.87385,0,0.04644944137
60000,2,1,2,23,1,2,2,29332,28577,30805,0,2709,1600,1,88714,4309,1.478566667,1.666666667,0.04857181505
200000,2,1,1,38,-1,-1,-2,190,0,0,0,0,367,0,190,367,0.00095,-1.333333333,1.931578947
230000,2,1,1,32,1,-2,-1,0,0,2809,0,2809,4606,0,2809,7415,0.01221304348,-0.6666666667,2.639729441
230000,2,2,2,27,1,2,0,13668,12647,13135,0,1064,423,1,39450,1487,0.1715217391,1,0.03769328264
480000,2,3,1,41,-2,-2,-2,14867,26665,199960,26734,76651.02,9033,0,241492,112418.02,0.5031083333,-2,0.4655144684
50000,2,3,1,35,-1,-1,-1,22500,5000,0,5000,0,0,0,27500,5000,0.55,-1,0.1818181818
200000,2,1,2,31,-2,-2,-2,7184,14845,1097,17507,1102,0,0,23126,18609,0.11563,-2,0.8046787166
50000,2,1,2,30,0,0,0,14811,16262,17286,2000,1600,1200,0,48359,4800,0.96718,0,0.0992576356
50000,1,2,1,48,0,0,0,44338,43048,35639,3629,3332,2000,0,123025,8961,2.4605,0,0.07283885389
260000,2,1,2,36,1,-2,-2,0,0,0,0,0,0,1,0,0,0,-1,0
30000,1,1,2,24,2,0,0,25265,26354,27710,1500,1800,1007,0,79329,4307,2.6443,0.6666666667,0.05429288154
440000,2,1,2,29,0,0,0,169661,167199,158520,8071,9021,7013,0,495380,24105,1.125863636,0,0.04865961484
230000,2,2,2,38,-1,-1,-1,10237,2795,1350,2795,1350,371,0,14382,4516,0.06253043478,-1,0.3140036156
200000,1,2,1,38,2,2,2,104978,105924,102663,4500,0,3500,1,313565,8000,1.567825,2,0.02551305152
490000,2,2,1,30,0,0,0,192586,197967,201666,10000,7143,7306,0,592219,24449,1.208610204,0,0.0412837143
80000,2,2,1,32,-1,-1,-2,11262,0,0,0,0,0,0,11262,0,0.140775,-1.333333333,0
20000,2,3,2,49,2,2,2,9551,12081,13087,3000,1500,0,1,34719,4500,1.73595,2,0.129612028
170000,2,1,2,31,-1,-1,-1,199,199,199,199,199,398,1,597,796,0.003511764706,-1,1.333333333
70000,1,1,2,27,0,0,0,70119,68536,66601,3600,1646,600,0,205256,5846,2.932228571,0,0.02848150602
210000,2,2,2,33,0,0,0,212601,177946,119362,6000,4500,5000,0,509909,15500,2.428138095,0,0.03039758074
90000,2,2,2,25,0,0,0,91894,71732,73241,3200,3300,3000,0,236867,9500,2.631855556,0,0.04010689543
390000,2,1,2,27,0,0,0,304867,299998,300426,13007,10612,10041,1,905291,33660,2.321258974,0,0.03718141459
110000,2,1,2,29,0,0,0,48123,49537,50422,2500,2500,2000,0,148082,7000,1.3462,0,0.04727110655
580000,2,1,1,36,0,0,0,159760,162189,166127,6422,6565,5951,0,488076,18938,0.8415103448,0,0.03880133422
360000,1,3,1,55,0,0,-1,9210,8485,17231,6015,17454,1775,0,34926,25244,0.09701666667,-0.3333333333,0.7227853175
270000,2,2,1,32,1,2,2,234752,233036,229286,10000,8000,0,1,697074,18000,2.581755556,1.666666667,0.0258222226
60000,2,1,2,27,-1,-1,-2,14072,0,0,0,0,300,0,14072,300,0.2345333333,-1.333333333,0.02131893121
110000,1,3,1,37,0,0,0,61807,62499,62162,2300,2200,2300,0,186468,6800,1.695163636,0,0.03646738314
50000,2,1,1,25,0,0,0,51044,50231,46677,2500,3008,1000,0,147952,6508,2.95904,0,0.0439872391
80000,2,1,2,23,0,0,0,77024,73281,57806,3212,1600,956,1,208111,5768,2.6013875,0,0.02771597849
50000,1,2,2,23,-1,-1,-1,350,350,400,350,400,1695,0,1100,2445,0.022,-1,2.222727273
100000,1,1,2,32,0,0,0,83831,85586,87289,4000,4037,6500,0,256706,14537,2.56706,0,0.05662898413
30000,2,1,2,26,1,-2,-1,0,0,945,0,945,0,0,945,945,0.0315,-0.6666666667,1
200000,2,1,2,27,0,0,0,122923,124653,126355,5704,5930,4000,0,373931,15634,1.869655,0,0.04180985262
240000,1,1,2,44,0,0,0,246135,231443,234557,12026,9010,7400,1,712135,28436,2.967229167,0,0.03993063113
220000,1,2,2,34,0,0,0,37304,33304,29254,1600,1500,1100,0,99862,4200,0.4539181818,0,0.0420580401
160000,2,1,2,28,0,0,0,146433,107604,89902,4500,4400,3000,0,343939,11900,2.14961875,0,0.03459915857
180000,2,1,1,53,-1,-1,-1,46122,1260,29366,1260,29366,54,0,76748,30680,0.4263777778,-1,0.3997498306
200000,1,4,1,42,0,0,0,38564,38246,32253,5000,1485,1956,0,109063,8441,0.545315,0,0.07739563372
140000,2,3,1,30,0,0,0,96304,98007,82227,4505,12906,0,0,276538,17411,1.975271429,0,0.06296060578
380000,1,1,1,51,1,-2,-2,0,0,0,0,0,0,1,0,0,0,-1,0
600000,1,1,1,53,2,2,0,350110.68,337495.28,325030.39,0,18000,16000,1,1012636.35,34000,1.68772725,1.333333333,0.03357572538
260000,1,2,2,37,0,0,0,255691,262736,36638,14000,5022,70000,0,555065,89022,2.134865385,0,0.1603812166
200000,2,1,2,26,0,0,-2,156786,179,1443,179,1443,1443,0,158408,3065,0.79204,-0.6666666667,0.01934877026
80000,1,2,2,42,0,0,0,78129,28202,78553,2500,51432,1800,0,184884,55732,2.31105,0,0.301443067
40000,1,2,2,39,0,0,0,40034,36549,17431,2027,1207,301,0,94014,3535,2.35035,0,0.03760078286
130000,1,3,2,39,1,2,2,71034,69329,74175,0,6000,0,0,214538,6000,1.650292308,1.666666667,0.02796707343
50000,1,1,2,32,-1,0,0,23974,24131,25326,1800,1900,1300,0,73431,5000,1.46862,-0.3333333333,0.06809113317
230000,2,2,1,41,-1,-1,-1,819,18163,5473,18163,5654,12887,0,24455,36704,0.106326087,-1,1.500879166
70000,1,2,1,48,0,0,0,50927,39883,32017,2100,1217,500,1,122827,3817,1.754671429,0,0.03107622917
180000,2,2,1,38,0,0,0,152510,151651,159019,5657,10372,5000,0,463180,21029,2.573222222,0,0.04540135584
80000,2,2,1,36,-1,-1,-1,1689,8638,5702,8638,5723,2980,0,16029,17341,0.2003625,-1,1.081851644
290000,2,2,2,26,0,0,0,20807,99860,100000,66522.18,3000,3015,0,220667,72537.18,0.7609206897,0,0.3287178418
230000,2,1,2,28,0,0,0,30141,131255,110503,66522.18,8034,3013,0,271899,77569.18,1.182169565,0,0.2852867425
170000,2,3,3,56,1,-2,-1,0,0,1991,0,1991,0,0,1991,1991,0.01171176471,-0.6666666667,1
230000,1,1,1,59,-1,0,0,208459,206331,203813,7536,7277,7100,1,618603,21913,2.689578261,-0.3333333333,0.03542336523
220000,1,1,2,38,0,0,0,212795,211043,212759,8909,7500,9000,1,636597,25409,2.893622727,0,0.03991379161
230000,1,2,2,32,0,0,0,28114,28006,25000,1610,1224,655,0,81120,3489,0.3526956522,0,0.04301035503
500000,1,2,1,38,0,0,0,59372,49677,49515,10026,7241,50091,0,158564,67358,0.317128,0,0.4248000807
90000,2,1,1,41,-1,-1,-1,6160,3274,6190,3276,6246,307,0,15624,9829,0.1736,-1,0.6290962622
390000,2,3,2,35,0,0,0,350110.68,337495.28,325030.39,13802,16525,8893,1,1012636.35,39220,2.596503462,0,0.03873058675
400000,2,2,2,41,0,0,0,350110.68,337495.28,325030.39,14020,13595,6243,0,1012636.35,33858,2.531590875,0,0.03343549735
180000,1,2,1,34,-1,-1,-1,2927,2790,1140,2790,1140,2144,0,6857,6074,0.03809444444,-1,0.885810121
60000,1,3,1,38,1,2,2,29295,30321,31018,1800,1500,2000,0,90634,5300,1.510566667,1.666666667,0.05847695125
